,Year,Date,RoundID,Stage,MatchID,Country,City,Stadium,Home_Team_Name,Home_Team_Initials,Half_Time_Home_Goals,Home_Team_Goals,Away_Team_Name,Away_Team_Initials,Half_Time_Away_Goals,Away_Team_Goals,Half_Time_Goals,Goals,Outcome_Of_The_Match,Win_Conditions,Attendance,Referee,Assistant_1,Assistant_2
0,1930.0,13 Jul 1930,201.0,Group 1,1096.0,France,Montevideo ,Pocitos,France,FRA,3.0,4.0,Mexico,MEX,0.0,1.0,3.0,5.0,Home_Team_Win, ,4444.0,LOMBARDI Domingo (URU),CRISTOPHE Henry (BEL),REGO Gilberto (BRA)
1,1930.0,13 Jul 1930,201.0,Group 4,1090.0,USA,Montevideo ,Parque Central,USA,USA,2.0,3.0,Belgium,BEL,0.0,0.0,2.0,3.0,Home_Team_Win, ,18346.0,MACIAS Jose (ARG),MATEUCCI Francisco (URU),WARNKEN Alberto (CHI)
2,1930.0,14 Jul 1930,201.0,Group 2,1093.0,Yugoslavia,Montevideo ,Parque Central,Yugoslavia,YUG,2.0,2.0,Brazil,BRA,0.0,1.0,2.0,3.0,Home_Team_Win, ,24059.0,TEJADA Anibal (URU),VALLARINO Ricardo (URU),BALWAY Thomas (FRA)
3,1930.0,14 Jul 1930,201.0,Group 3,1098.0,Romania,Montevideo ,Pocitos,Romania,ROU,1.0,3.0,Peru,PER,0.0,1.0,1.0,4.0,Home_Team_Win, ,2549.0,WARNKEN Alberto (CHI),LANGENUS Jean (BEL),MATEUCCI Francisco (URU)
4,1930.0,15 Jul 1930,201.0,Group 1,1085.0,Argentina,Montevideo ,Parque Central,Argentina,ARG,0.0,1.0,France,FRA,0.0,0.0,0.0,1.0,Home_Team_Win, ,23409.0,REGO Gilberto (BRA),SAUCEDO Ulises (BOL),RADULESCU Constantin (ROU)
5,1930.0,16 Jul 1930,201.0,Group 1,1095.0,Chile,Montevideo ,Parque Central,Chile,CHI,1.0,3.0,Mexico,MEX,0.0,0.0,1.0,3.0,Home_Team_Win, ,9249.0,CRISTOPHE Henry (BEL),APHESTEGUY Martin (URU),LANGENUS Jean (BEL)
6,1930.0,17 Jul 1930,201.0,Group 2,1092.0,Yugoslavia,Montevideo ,Parque Central,Yugoslavia,YUG,0.0,4.0,Bolivia,BOL,0.0,0.0,0.0,4.0,Home_Team_Win, ,18306.0,MATEUCCI Francisco (URU),LOMBARDI Domingo (URU),WARNKEN Alberto (CHI)
7,1930.0,17 Jul 1930,201.0,Group 4,1097.0,USA,Montevideo ,Parque Central,USA,USA,2.0,3.0,Paraguay,PAR,0.0,0.0,2.0,3.0,Home_Team_Win, ,18306.0,MACIAS Jose (ARG),APHESTEGUY Martin (URU),TEJADA Anibal (URU)
8,1930.0,18 Jul 1930,201.0,Group 3,1099.0,Uruguay,Montevideo ,Estadio Centenario,Uruguay,URU,0.0,1.0,Peru,PER,0.0,0.0,0.0,1.0,Home_Team_Win, ,57735.0,LANGENUS Jean (BEL),BALWAY Thomas (FRA),CRISTOPHE Henry (BEL)
9,1930.0,19 Jul 1930,201.0,Group 1,1094.0,Chile,Montevideo ,Estadio Centenario,Chile,CHI,0.0,1.0,France,FRA,0.0,0.0,0.0,1.0,Home_Team_Win, ,2000.0,TEJADA Anibal (URU),LOMBARDI Domingo (URU),REGO Gilberto (BRA)
10,1930.0,19 Jul 1930,201.0,Group 1,1086.0,Argentina,Montevideo ,Estadio Centenario,Argentina,ARG,3.0,6.0,Mexico,MEX,1.0,3.0,4.0,9.0,Home_Team_Win, ,42100.0,SAUCEDO Ulises (BOL),ALONSO Gualberto (URU),RADULESCU Constantin (ROU)
11,1930.0,20 Jul 1930,201.0,Group 2,1091.0,Brazil,Montevideo ,Estadio Centenario,Brazil,BRA,1.0,4.0,Bolivia,BOL,0.0,0.0,1.0,4.0,Home_Team_Win, ,25466.0,BALWAY Thomas (FRA),MATEUCCI Francisco (URU),VALLEJO Gaspar (MEX)
12,1930.0,20 Jul 1930,201.0,Group 4,1089.0,Paraguay,Montevideo ,Estadio Centenario,Paraguay,PAR,1.0,1.0,Belgium,BEL,0.0,0.0,1.0,1.0,Home_Team_Win, ,12000.0,VALLARINO Ricardo (URU),MACIAS Jose (ARG),LOMBARDI Domingo (URU)
13,1930.0,21 Jul 1930,201.0,Group 3,1100.0,Uruguay,Montevideo ,Estadio Centenario,Uruguay,URU,4.0,4.0,Romania,ROU,0.0,0.0,4.0,4.0,Home_Team_Win, ,70022.0,REGO Gilberto (BRA),WARNKEN Alberto (CHI),SAUCEDO Ulises (BOL)
14,1930.0,22 Jul 1930,201.0,Group 1,1084.0,Argentina,Montevideo ,Estadio Centenario,Argentina,ARG,2.0,3.0,Chile,CHI,1.0,1.0,3.0,4.0,Home_Team_Win, ,41459.0,LANGENUS Jean (BEL),CRISTOPHE Henry (BEL),SAUCEDO Ulises (BOL)
15,1930.0,26 Jul 1930,202.0,Semi-finals,1088.0,Argentina,Montevideo ,Estadio Centenario,Argentina,ARG,1.0,6.0,USA,USA,0.0,1.0,1.0,7.0,Home_Team_Win, ,72886.0,LANGENUS Jean (BEL),VALLEJO Gaspar (MEX),WARNKEN Alberto (CHI)
16,1930.0,27 Jul 1930,202.0,Semi-finals,1101.0,Uruguay,Montevideo ,Estadio Centenario,Uruguay,URU,3.0,6.0,Yugoslavia,YUG,1.0,1.0,4.0,7.0,Home_Team_Win, ,79867.0,REGO Gilberto (BRA),SAUCEDO Ulises (BOL),BALWAY Thomas (FRA)
17,1930.0,30 Jul 1930,405.0,Final,1087.0,Uruguay,Montevideo ,Estadio Centenario,Uruguay,URU,1.0,4.0,Argentina,ARG,2.0,2.0,3.0,6.0,Home_Team_Win, ,68346.0,LANGENUS Jean (BEL),SAUCEDO Ulises (BOL),CRISTOPHE Henry (BEL)
18,1934.0,27 May 1934,204.0,Preliminary round,1104.0,Austria,Turin ,Stadio Benito Mussolini,Austria,AUT,0.0,3.0,France,FRA,0.0,2.0,0.0,5.0,Home_Team_Win,Austria win after extra time ,16000.0,VAN MOORSEL Johannes (NED),CAIRONI Camillo (ITA),BAERT Louis (BEL)
19,1934.0,27 May 1934,204.0,Preliminary round,1119.0,Hungary,Naples ,Giorgio Ascarelli,Hungary,HUN,2.0,4.0,Egypt,EGY,2.0,2.0,4.0,6.0,Home_Team_Win, ,9000.0,BARLASSINA Rinaldo (ITA),DATTILO Generoso (ITA),SASSI Otello (ITA)
20,1934.0,27 May 1934,204.0,Preliminary round,1133.0,Switzerland,Milan ,San Siro,Switzerland,SUI,2.0,3.0,Netherlands,NED,1.0,2.0,3.0,5.0,Home_Team_Win, ,33000.0,EKLIND Ivan (SWE),BERANEK Alois (AUT),BONIVENTO Ferruccio (ITA)
21,1934.0,27 May 1934,204.0,Preliminary round,1102.0,Sweden,Bologna ,Littorale,Sweden,SWE,1.0,3.0,Argentina,ARG,1.0,2.0,2.0,5.0,Home_Team_Win, ,14000.0,BRAUN Eugen (AUT),CARRARO Albino (ITA),TURBIANI Giuseppe (ITA)
22,1934.0,27 May 1934,204.0,Preliminary round,1108.0,Germany,Florence ,Giovanni Berta,Germany,GER,1.0,5.0,Belgium,BEL,2.0,2.0,3.0,7.0,Home_Team_Win, ,8000.0,MATTEA Francesco (ITA),MELANDRI Ermenegildo (ITA),BAERT Jacques (FRA)
23,1934.0,27 May 1934,204.0,Preliminary round,1111.0,Spain,Genoa ,Luigi Ferraris,Spain,ESP,3.0,3.0,Brazil,BRA,0.0,1.0,3.0,4.0,Home_Team_Win, ,21000.0,BIRLEM Alfred (GER),CARMINATI Ettore (ITA),IVANCSICS Mihaly (HUN)
24,1934.0,27 May 1934,204.0,Preliminary round,1135.0,Italy,Rome ,Nazionale PNF,Italy,ITA,3.0,7.0,USA,USA,0.0,1.0,3.0,8.0,Home_Team_Win, ,25000.0,MERCET Rene (SUI),ESCARTIN Pedro (ESP),ZENISEK Bohumil (TCH)
25,1934.0,27 May 1934,204.0,Preliminary round,1141.0,Czechoslovakia,Trieste ,Littorio,Czechoslovakia,TCH,0.0,2.0,Romania,ROU,1.0,1.0,1.0,3.0,Home_Team_Win, ,9000.0,LANGENUS Jean (BEL),SCARPI Giuseppe (ITA),SCORZONI Raffaele (ITA)
26,1934.0,31 May 1934,418.0,Quarter-finals,1143.0,Czechoslovakia,Turin ,Stadio Benito Mussolini,Czechoslovakia,TCH,1.0,3.0,Switzerland,SUI,1.0,2.0,2.0,5.0,Home_Team_Win, ,12000.0,BERANEK Alois (AUT),MOHAMED Youssuf (EGY),BAERT Jacques (FRA)
27,1934.0,31 May 1934,418.0,Quarter-finals,1129.0,Germany,Milan ,San Siro,Germany,GER,0.0,2.0,Sweden,SWE,0.0,1.0,0.0,3.0,Home_Team_Win, ,3000.0,BARLASSINA Rinaldo (ITA),MERCET Rene (SUI),VAN MOORSEL Johannes (NED)
28,1934.0,31 May 1934,418.0,Quarter-finals,1122.0,Italy,Florence ,Giovanni Berta,Italy,ITA,0.0,1.0,Spain,ESP,0.0,1.0,0.0,2.0,DRAW, ,35000.0,BAERT Louis (BEL),ZENISEK Bohumil (TCH),IVANCSICS Mihaly (HUN)
29,1934.0,31 May 1934,418.0,Quarter-finals,1106.0,Austria,Bologna ,Littorale,Austria,AUT,1.0,2.0,Hungary,HUN,0.0,1.0,1.0,3.0,Home_Team_Win, ,23000.0,MATTEA Francesco (ITA),ESCARTIN Pedro (ESP),BIRLEM Alfred (GER)
30,1934.0,01 Jun 1934,418.0,Quarter-finals,1123.0,Italy,Florence ,Giovanni Berta,Italy,ITA,1.0,1.0,Spain,ESP,0.0,0.0,1.0,1.0,Home_Team_Win, ,43000.0,MERCET Rene (SUI),IVANCSICS Mihaly (HUN),ZENISEK Bohumil (TCH)
31,1934.0,03 Jun 1934,3492.0,Semi-finals,1107.0,Italy,Milan ,San Siro,Italy,ITA,1.0,1.0,Austria,AUT,0.0,0.0,1.0,1.0,Home_Team_Win, ,35000.0,EKLIND Ivan (SWE),BAERT Louis (BEL),ZENISEK Bohumil (TCH)
32,1934.0,03 Jun 1934,3492.0,Semi-finals,1130.0,Czechoslovakia,Rome ,Nazionale PNF,Czechoslovakia,TCH,1.0,3.0,Germany,GER,0.0,1.0,1.0,4.0,Home_Team_Win, ,15000.0,BARLASSINA Rinaldo (ITA),BERANEK Alois (AUT),ESCARTIN Pedro (ESP)
33,1934.0,07 Jun 1934,3491.0,Match for third place,1105.0,Germany,Naples ,Giorgio Ascarelli,Germany,GER,3.0,3.0,Austria,AUT,1.0,2.0,4.0,5.0,Home_Team_Win, ,7000.0,CARRARO Albino (ITA),CAIRONI Camillo (ITA),ESCARTIN Pedro (ESP)
34,1934.0,10 Jun 1934,3490.0,Final,1134.0,Italy,Rome ,Nazionale PNF,Italy,ITA,0.0,2.0,Czechoslovakia,TCH,0.0,1.0,0.0,3.0,Home_Team_Win,Italy win after extra time ,55000.0,EKLIND Ivan (SWE),BAERT Louis (BEL),IVANCSICS Mihaly (HUN)
35,1938.0,04 Jun 1938,206.0,First round,1165.0,Switzerland,Paris ,Parc des Princes,Switzerland,SUI,0.0,1.0,Germany,GER,0.0,1.0,0.0,2.0,DRAW, ,27152.0,LANGENUS Jean (BEL),MARENCO Paul (FRA),VAN MOORSEL Johannes (NED)
36,1938.0,05 Jun 1938,206.0,First round,1173.0,Hungary,Reims ,Velodrome Municipale,Hungary,HUN,4.0,6.0,Dutch East Indies,INH,0.0,0.0,4.0,6.0,Home_Team_Win, ,9000.0,CONRIE Roger (FRA),DE LA SALLE Charles (FRA),WEINGARTNER Karl (AUT)
37,1938.0,05 Jun 1938,206.0,First round,1146.0,France,Colombes ,Stade Olympique,France,FRA,2.0,3.0,Belgium,BEL,1.0,1.0,3.0,4.0,Home_Team_Win, ,30454.0,WUETHRICH Hans (SUI),KRIST Gustav (TCH),BIRLEM Alfred (GER)
38,1938.0,05 Jun 1938,206.0,First round,1156.0,Cuba,Toulouse ,Stade Municipal,Cuba,CUB,0.0,3.0,Romania,ROU,0.0,3.0,0.0,6.0,DRAW, ,7000.0,SCARPI Giuseppe (ITA),VALPREDE Ferdinand (FRA),MERKCX Jean (FRA)
39,1938.0,05 Jun 1938,206.0,First round,1179.0,Italy,Marseilles ,Stade V�lodrome,Italy,ITA,0.0,2.0,Norway,NOR,0.0,1.0,0.0,3.0,Home_Team_Win,Italy win after extra time ,19000.0,BERANEK Alois (AUT),BOUTOURE D. (FRA),TREHOU D. (FRA)
40,1938.0,05 Jun 1938,206.0,First round,1150.0,Brazil,Strasbourg ,Stade de la Meinau,Brazil,BRA,0.0,6.0,Poland,POL,0.0,5.0,0.0,11.0,Home_Team_Win,Brazil win after extra time ,13452.0,EKLIND Ivan (SWE),POISSANT Louis (FRA),KISSENBERGER Ernest (FRA)
41,1938.0,05 Jun 1938,206.0,First round,1172.0,Czechoslovakia,Le Havre ,Cavee Verte,Czechoslovakia,TCH,0.0,3.0,Netherlands,NED,0.0,0.0,0.0,3.0,Home_Team_Win,Czechoslovakia win after extra time ,11000.0,LECLERCQ Lucien (FRA),OLIVE D. (FRA),SDEZ Victor (FRA)
42,1938.0,09 Jun 1938,206.0,First round,1157.0,Cuba,Toulouse ,Stade Municipal,Cuba,CUB,0.0,2.0,Romania,ROU,1.0,1.0,1.0,3.0,Home_Team_Win, ,8000.0,BIRLEM Alfred (GER),CAPDEVILLE Pierre (FRA),MARENCO Paul (FRA)
43,1938.0,09 Jun 1938,206.0,First round,1166.0,Switzerland,Paris ,Parc des Princes,Switzerland,SUI,1.0,4.0,Germany,GER,2.0,2.0,3.0,6.0,Home_Team_Win, ,20025.0,EKLIND Ivan (SWE),BAERT Louis (BEL),VAN MOORSEL Johannes (NED)
44,1938.0,12 Jun 1938,429.0,Quarter-finals,1152.0,Brazil,Bordeaux ,Stade du Parc Lescure,Brazil,BRA,0.0,1.0,Czechoslovakia,TCH,0.0,1.0,0.0,2.0,DRAW, ,22021.0,VON HERTZKA Pal (HUN),SCARPI Giuseppe (ITA),DE LA SALLE Charles (FRA)
45,1938.0,12 Jun 1938,429.0,Quarter-finals,1175.0,Hungary,Lille ,Victor Boucquey,Hungary,HUN,1.0,2.0,Switzerland,SUI,0.0,0.0,1.0,2.0,Home_Team_Win, ,15000.0,BARLASSINA Rinaldo (ITA),BERANEK Alois (AUT),BOUTOURE D. (FRA)
46,1938.0,12 Jun 1938,429.0,Quarter-finals,1158.0,Sweden,Antibes ,Fort Carree,Sweden,SWE,4.0,8.0,Cuba,CUB,0.0,0.0,4.0,8.0,Home_Team_Win, ,7000.0,KRIST Gustav (TCH),WEINGARTNER Karl (AUT),SDEZ Victor (FRA)
47,1938.0,12 Jun 1938,429.0,Quarter-finals,1164.0,Italy,Colombes ,Stade Olympique,Italy,ITA,1.0,3.0,France,FRA,1.0,1.0,2.0,4.0,Home_Team_Win, ,58455.0,BAERT Louis (BEL),WUETHRICH Hans (SUI),EKLIND Ivan (SWE)
48,1938.0,14 Jun 1938,429.0,Quarter-finals,1153.0,Brazil,Bordeaux ,Stade du Parc Lescure,Brazil,BRA,0.0,2.0,Czechoslovakia,TCH,1.0,1.0,1.0,3.0,Home_Team_Win, ,18141.0,CAPDEVILLE Georges (FRA),MARENCO Paul (FRA),KISSENBERGER Ernest (FRA)
49,1938.0,16 Jun 1938,3489.0,Semi-finals,1176.0,Hungary,Paris ,Parc des Princes,Hungary,HUN,3.0,5.0,Sweden,SWE,1.0,1.0,4.0,6.0,Home_Team_Win, ,20000.0,LECLERCQ Lucien (FRA),VAN MOORSEL Johannes (NED),SCARPI Giuseppe (ITA)
50,1938.0,16 Jun 1938,3489.0,Semi-finals,1149.0,Italy,Marseilles ,Stade V�lodrome,Italy,ITA,0.0,2.0,Brazil,BRA,0.0,1.0,0.0,3.0,Home_Team_Win, ,33000.0,WUETHRICH Hans (SUI),BERANEK Alois (AUT),MARENCO Paul (FRA)
51,1938.0,19 Jun 1938,3488.0,Match for third place,1151.0,Brazil,Bordeaux ,Stade du Parc Lescure,Brazil,BRA,1.0,4.0,Sweden,SWE,2.0,2.0,3.0,6.0,Home_Team_Win, ,12000.0,LANGENUS Jean (BEL),OLIVE D. (FRA),VALPREDE Ferdinand (FRA)
52,1938.0,19 Jun 1938,3487.0,Final,1174.0,Italy,Colombes ,Stade Olympique,Italy,ITA,3.0,4.0,Hungary,HUN,1.0,2.0,4.0,6.0,Home_Team_Win, ,45000.0,CAPDEVILLE Georges (FRA),WUETHRICH Hans (SUI),KRIST Gustav (TCH)
53,1950.0,24 Jun 1950,208.0,Group 1,1187.0,Brazil,Rio De Janeiro ,Maracan� - Est�dio Jornalista M�rio Filho,Brazil,BRA,1.0,4.0,Mexico,MEX,0.0,0.0,1.0,4.0,Home_Team_Win, ,81649.0,READER George (ENG),GRIFFITHS Benjamin (WAL),MITCHELL George (SCO)
54,1950.0,25 Jun 1950,208.0,Group 2,1192.0,England,Rio De Janeiro ,Maracan� - Est�dio Jornalista M�rio Filho,England,ENG,1.0,2.0,Chile,CHI,0.0,0.0,1.0,2.0,Home_Team_Win, ,29703.0,VAN DER MEER Karel (NED),GARDELLI Mario (BRA),DAHLNER Gunnar (SWE)
55,1950.0,25 Jun 1950,208.0,Group 2,1208.0,Spain,Curitiba ,Durival de Brito,Spain,ESP,0.0,3.0,USA,USA,1.0,1.0,1.0,4.0,Home_Team_Win, ,9511.0,VIANA Mario (BRA),DA COSTA VIEIRA Jose (POR),DE LA SALLE Charles (FRA)
56,1950.0,25 Jun 1950,208.0,Group 3,1219.0,Sweden,Sao Paulo ,Pacaembu,Sweden,SWE,2.0,3.0,Italy,ITA,1.0,2.0,3.0,5.0,Home_Team_Win, ,36502.0,LUTZ Jean (SUI),BERANEK Alois (AUT),TEJADA Carlos (MEX)
57,1950.0,25 Jun 1950,208.0,Group 1,1230.0,Yugoslavia,Belo Horizonte ,Independencia,Yugoslavia,YUG,0.0,3.0,Switzerland,SUI,0.0,0.0,0.0,3.0,Home_Team_Win, ,7336.0,GALEATI Giovanni (ITA),EKLIND Ivan (SWE),DATTILO Generoso (ITA)
58,1950.0,28 Jun 1950,208.0,Group 1,1188.0,Brazil,Sao Paulo ,Pacaembu,Brazil,BRA,2.0,2.0,Switzerland,SUI,1.0,2.0,3.0,4.0,DRAW, ,42032.0,AZON ROMA Ramon (ESP),BUSTAMANTE Sergio (CHI),DE NICOLA Cayetano (PAR)
59,1950.0,28 Jun 1950,208.0,Group 1,1225.0,Yugoslavia,Porto Alegre ,Eucaliptos,Yugoslavia,YUG,2.0,4.0,Mexico,MEX,0.0,1.0,2.0,5.0,Home_Team_Win, ,11078.0,LEAFE Reginald (ENG),DAHLNER Gunnar (SWE),VAN DER MEER Karel (NED)
60,1950.0,29 Jun 1950,208.0,Group 2,1193.0,Spain,Rio De Janeiro ,Maracan� - Est�dio Jornalista M�rio Filho,Spain,ESP,2.0,2.0,Chile,CHI,0.0,0.0,2.0,2.0,Home_Team_Win, ,19790.0,MALCHER Alberto (BRA),MARINO Esteban (URU),ALVAREZ Alfredo (BOL)
61,1950.0,29 Jun 1950,208.0,Group 3,1228.0,Sweden,Curitiba ,Durival de Brito,Sweden,SWE,2.0,2.0,Paraguay,PAR,1.0,2.0,3.0,4.0,DRAW, ,7903.0,MITCHELL Robert (SCO),LEMESIC Leo (YUG),GARCIA Prudencio (USA)
62,1950.0,29 Jun 1950,208.0,Group 2,1202.0,USA,Belo Horizonte ,Independencia,USA,USA,1.0,1.0,England,ENG,0.0,0.0,1.0,1.0,Home_Team_Win, ,10151.0,DATTILO Generoso (ITA),DE LA SALLE Charles (FRA),GALEATI Giovanni (ITA)
63,1950.0,01 Jul 1950,208.0,Group 1,1191.0,Brazil,Rio De Janeiro ,Maracan� - Est�dio Jornalista M�rio Filho,Brazil,BRA,1.0,2.0,Yugoslavia,YUG,0.0,0.0,1.0,2.0,Home_Team_Win, ,142429.0,GRIFFITHS Benjamin (WAL),BERANEK Alois (AUT),DA COSTA VIEIRA Jose (POR)
64,1950.0,02 Jul 1950,208.0,Group 2,1199.0,Spain,Rio De Janeiro ,Maracan� - Est�dio Jornalista M�rio Filho,Spain,ESP,0.0,1.0,England,ENG,0.0,0.0,0.0,1.0,Home_Team_Win, ,74462.0,GALEATI Giovanni (ITA),LUTZ Jean (SUI),DATTILO Generoso (ITA)
65,1950.0,02 Jul 1950,208.0,Group 3,1218.0,Italy,Sao Paulo ,Pacaembu,Italy,ITA,1.0,2.0,Paraguay,PAR,0.0,0.0,1.0,2.0,Home_Team_Win, ,25811.0,ELLIS Arthur (ENG),GARCIA Prudencio (USA),DE LA SALLE Charles (FRA)
66,1950.0,02 Jul 1950,208.0,Group 4,1185.0,Uruguay,Belo Horizonte ,Independencia,Uruguay,URU,4.0,8.0,Bolivia,BOL,0.0,0.0,4.0,8.0,Home_Team_Win, ,5284.0,READER George (ENG),VIANA Mario (BRA),LEMESIC Leo (YUG)
67,1950.0,02 Jul 1950,208.0,Group 1,1222.0,Switzerland,Porto Alegre ,Eucaliptos,Switzerland,SUI,2.0,2.0,Mexico,MEX,0.0,1.0,2.0,3.0,Home_Team_Win, ,3580.0,EKLIND Ivan (SWE),DAHLNER Gunnar (SWE),BUSTAMANTE Sergio (CHI)
68,1950.0,02 Jul 1950,208.0,Group 2,1194.0,Chile,Recife ,Ilha do Retiro,Chile,CHI,2.0,5.0,USA,USA,0.0,2.0,2.0,7.0,Home_Team_Win, ,8501.0,GARDELLI Mario (BRA),HEYEN Mario Ruben (PAR),ALVAREZ Alfredo (BOL)
69,1950.0,09 Jul 1950,209.0,Group 6,1207.0,Uruguay,Sao Paulo ,Pacaembu,Uruguay,URU,1.0,2.0,Spain,ESP,2.0,2.0,3.0,4.0,DRAW, ,44802.0,GRIFFITHS Benjamin (WAL),DATTILO Generoso (ITA),ALVAREZ Alfredo (BOL)
70,1950.0,09 Jul 1950,209.0,Group 6,1189.0,Brazil,Rio De Janeiro ,Maracan� - Est�dio Jornalista M�rio Filho,Brazil,BRA,3.0,7.0,Sweden,SWE,0.0,1.0,3.0,8.0,Home_Team_Win, ,138886.0,ELLIS Arthur (ENG),GARCIA Prudencio (USA),DE LA SALLE Charles (FRA)
71,1950.0,13 Jul 1950,209.0,Group 6,1186.0,Brazil,Rio De Janeiro ,Maracan� - Est�dio Jornalista M�rio Filho,Brazil,BRA,3.0,6.0,Spain,ESP,0.0,1.0,3.0,7.0,Home_Team_Win, ,152772.0,LEAFE Reginald (ENG),MITCHELL George (SCO),DA COSTA VIEIRA Jose (POR)
72,1950.0,13 Jul 1950,209.0,Group 6,1231.0,Uruguay,Sao Paulo ,Pacaembu,Uruguay,URU,1.0,3.0,Sweden,SWE,2.0,2.0,3.0,5.0,Home_Team_Win, ,7987.0,GALEATI Giovanni (ITA),BERANEK Alois (AUT),DE NICOLA Cayetano (PAR)
73,1950.0,16 Jul 1950,209.0,Group 6,1206.0,Sweden,Sao Paulo ,Pacaembu,Sweden,SWE,2.0,3.0,Spain,ESP,0.0,1.0,2.0,4.0,Home_Team_Win, ,11227.0,VAN DER MEER Karel (NED),LUTZ Jean (SUI),GARCIA Prudencio (USA)
74,1950.0,16 Jul 1950,209.0,Group 6,1190.0,Uruguay,Rio De Janeiro ,Maracan� - Est�dio Jornalista M�rio Filho,Uruguay,URU,0.0,2.0,Brazil,BRA,0.0,1.0,0.0,3.0,Home_Team_Win, ,173850.0,READER George (ENG),ELLIS Arthur (ENG),MITCHELL George (SCO)
75,1954.0,16 Jun 1954,211.0,Group 3,1315.0,Uruguay,Berne ,Wankdorf Stadium,Uruguay,URU,0.0,2.0,Czechoslovakia,TCH,0.0,0.0,0.0,2.0,Home_Team_Win, ,20500.0,ELLIS Arthur (ENG),LING William (ENG),SCHICKER Werner (SUI)
76,1954.0,16 Jun 1954,211.0,Group 3,1236.0,Austria,Zurich ,Hardturm,Austria,AUT,1.0,1.0,Scotland,SCO,0.0,0.0,1.0,1.0,Home_Team_Win, ,25000.0,FRANKEN Laurent (BEL),VIANA Mario (BRA),GULDE Josef (SUI)
77,1954.0,16 Jun 1954,211.0,Group 1,1249.0,Brazil,Geneva ,Charmilles,Brazil,BRA,4.0,5.0,Mexico,MEX,0.0,0.0,4.0,5.0,Home_Team_Win, ,13470.0,WYSSLING Paul (SUI),SCHONHOLZER Ernest (SUI),DA COSTA VIEIRA Jose (POR)
78,1954.0,16 Jun 1954,211.0,Group 1,1276.0,Yugoslavia,Lausanne ,La Pontaise,Yugoslavia,YUG,1.0,1.0,France,FRA,0.0,0.0,1.0,1.0,Home_Team_Win, ,16000.0,GRIFFITHS Benjamin (WAL),BAUMBERGER Rene (SUI),ASENSI Manuel (ESP)
79,1954.0,17 Jun 1954,211.0,Group 2,1283.0,Germany FR,Berne ,Wankdorf Stadium,Germany FR,FRG,1.0,4.0,Turkey,TUR,1.0,1.0,2.0,5.0,Home_Team_Win, ,28000.0,DA COSTA VIEIRA Jose (POR),ZSOLT Istvan (HUN),MERLOTTI Armand (SUI)
80,1954.0,17 Jun 1954,211.0,Group 2,1294.0,Hungary,Zurich ,Hardturm,Hungary,HUN,4.0,9.0,Korea Republic,KOR,0.0,0.0,4.0,9.0,Home_Team_Win, ,13000.0,VINCENTI Raymond (FRA),VON GUNTER Albert (SUI),STEINER Carl (AUT)
81,1954.0,17 Jun 1954,211.0,Group 4,1240.0,England,Basel ,St. Jakob,England,ENG,0.0,4.0,Belgium,BEL,0.0,4.0,0.0,8.0,DRAW, ,14000.0,SCHMETZER Emil (FRG),BUCHMUELLER Fritz (SUI),RUFFLI Willy (SUI)
82,1954.0,17 Jun 1954,211.0,Group 4,1300.0,Switzerland,Lausanne ,La Pontaise,Switzerland,SUI,1.0,2.0,Italy,ITA,1.0,1.0,2.0,3.0,Home_Team_Win, ,43000.0,VIANA Mario (BRA),ASENSI Manuel (ESP),MARINO Esteban (URU)
83,1954.0,19 Jun 1954,211.0,Group 3,1313.0,Uruguay,Basel ,St. Jakob,Uruguay,URU,2.0,7.0,Scotland,SCO,0.0,0.0,2.0,7.0,Home_Team_Win, ,34000.0,ORLANDINI Vincenzo (ITA),WYSSLING Paul (SUI),GUIDI Denilo (SUI)
84,1954.0,19 Jun 1954,211.0,Group 3,1238.0,Austria,Zurich ,Hardturm,Austria,AUT,4.0,5.0,Czechoslovakia,TCH,0.0,0.0,4.0,5.0,Home_Team_Win, ,26000.0,STEFANOVIC Vasa (YUG),DOERFLINGER Ernst (SUI),GULDE Josef (SUI)
85,1954.0,19 Jun 1954,211.0,Group 1,1275.0,France,Geneva ,Charmilles,France,FRA,1.0,3.0,Mexico,MEX,0.0,2.0,1.0,5.0,Home_Team_Win, ,19000.0,ASENSI Manuel (ESP),FRANKEN Laurent (BEL),BAUMBERGER Rene (SUI)
86,1954.0,19 Jun 1954,211.0,Group 1,1252.0,Brazil,Lausanne ,La Pontaise,Brazil,BRA,0.0,1.0,Yugoslavia,YUG,0.0,1.0,0.0,2.0,DRAW, ,24637.0,FAULTLESS Charlie (SCO),ELLIS Arthur (ENG),VON GUNTER Albert (SUI)
87,1954.0,20 Jun 1954,211.0,Group 2,1277.0,Hungary,Basel ,St. Jakob,Hungary,HUN,3.0,8.0,Germany FR,FRG,1.0,3.0,4.0,11.0,Home_Team_Win, ,56000.0,LING William (ENG),SCHICKER Werner (SUI),GRIFFITHS Benjamin (WAL)
88,1954.0,20 Jun 1954,211.0,Group 2,1304.0,Turkey,Geneva ,Charmilles,Turkey,TUR,4.0,7.0,Korea Republic,KOR,0.0,0.0,4.0,7.0,Home_Team_Win, ,4000.0,MARINO Esteban (URU),ORLANDINI Vincenzo (ITA),SCHONHOLZER Ernest (SUI)
