,Year,Date,RoundID,Stage,MatchID,Country,City,Stadium,Home_Team_Name,Home_Team_Initials,Half_Time_Home_Goals,Home_Team_Goals,Away_Team_Name,Away_Team_Initials,Half_Time_Away_Goals,Away_Team_Goals,Half_Time_Goals,Goals,Outcome_Of_The_Match,Win_Conditions,Attendance,Referee,Assistant_1,Assistant_2
418,1990.0,10 Jun 1990,322.0,Group D,201.0,Germany FR,Milan ,Giuseppe Meazza,Germany FR,FRG,2.0,4.0,Yugoslavia,YUG,0.0,1.0,2.0,5.0,Home_Team_Win, ,74765.0,MIKKELSEN Peter (DEN),MANDI Jassim (BHR),LISTKIEWICZ Michal (POL)
419,1990.0,11 Jun 1990,322.0,Group C,127.0,Costa Rica,Genoa ,Luigi Ferraris,Costa Rica,CRC,0.0,1.0,Scotland,SCO,0.0,0.0,0.0,1.0,Home_Team_Win, ,30867.0,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),JACOME GUERRERO Elias V. (ECU)
420,1990.0,11 Jun 1990,322.0,Group F,161.0,England,Cagliari ,Sant Elia,England,ENG,1.0,1.0,"rn"">Republic of Ireland",IRL,0.0,1.0,1.0,2.0,DRAW, ,35238.0,SCHMIDHUBER Aron (GER),FREDRIKSSON Erik (SWE),ROETHLISBERGER Kurt (SUI)
421,1990.0,12 Jun 1990,322.0,Group E,57.0,Belgium,Verona ,Marc Antonio Bentegodi,Belgium,BEL,0.0,2.0,Korea Republic,KOR,0.0,0.0,0.0,2.0,Home_Team_Win, ,32790.0,MAURO Vincent (USA),SNODDY Alan (NIR),COURTNEY George (ENG)
422,1990.0,12 Jun 1990,322.0,Group F,151.0,Netherlands,Palermo ,Della Favorita,Netherlands,NED,0.0,1.0,Egypt,EGY,0.0,1.0,0.0,2.0,DRAW, ,33288.0,SORIANO ALADREN Emilio (ESP),CODESAL MENDEZ Edgardo (MEX),CARDELLINO DE SAN VICENTE Juan (URU)
423,1990.0,13 Jun 1990,322.0,Group E,180.0,Uruguay,Udine ,Dacia Arena,Uruguay,URU,0.0,0.0,Spain,ESP,0.0,0.0,0.0,0.0,DRAW, ,35713.0,KOHL Helmut (AUT),SPIRIN Alexey (RUS),KIRSCHEN Siegfried (GER)
424,1990.0,13 Jun 1990,322.0,Group B,30.0,Argentina,Naples ,San Paolo,Argentina,ARG,1.0,2.0,Soviet Union,URS,0.0,0.0,1.0,2.0,Home_Team_Win, ,55759.0,FREDRIKSSON Erik (SWE),RAMIZ WRIGHT Jose (BRA),AL SHARIF Jamal (SYR)
425,1990.0,14 Jun 1990,322.0,Group B,108.0,Cameroon,Bari ,Stadio San Nicola,Cameroon,CMR,0.0,2.0,Romania,ROU,0.0,1.0,0.0,3.0,Home_Team_Win, ,38687.0,SILVA ARCE Hernan (CHI),SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL)
426,1990.0,14 Jun 1990,322.0,Group D,120.0,Yugoslavia,Bologna ,Renato Dall Ara,Yugoslavia,YUG,0.0,1.0,Colombia,COL,0.0,0.0,0.0,1.0,Home_Team_Win, ,32257.0,AGNOLIN Luigi (ITA),JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB)
427,1990.0,14 Jun 1990,322.0,Group A,265.0,Italy,Rome ,Stadio Olimpico,Italy,ITA,1.0,1.0,USA,USA,0.0,0.0,1.0,1.0,Home_Team_Win, ,73423.0,CODESAL MENDEZ Edgardo (MEX),CARDELLINO DE SAN VICENTE Juan (URU),ULLOA MORERA Berny (CRC)
428,1990.0,15 Jun 1990,322.0,Group A,43.0,Austria,Florence ,Comunale,Austria,AUT,0.0,0.0,Czechoslovakia,TCH,1.0,1.0,1.0,1.0,Away_Team_Win, ,38962.0,SMITH George (SCO),LORENC Richard (AUS),AL SHARIF Jamal (SYR)
429,1990.0,15 Jun 1990,322.0,Group D,198.0,Germany FR,Milan ,Giuseppe Meazza,Germany FR,FRG,2.0,5.0,"rn"">United Arab Emirates",UAE,0.0,1.0,2.0,6.0,Home_Team_Win, ,71169.0,SPIRIN Alexey (RUS),TAKADA Shizuo (JPN),PAIRETTO Pierluigi (ITA)
430,1990.0,16 Jun 1990,322.0,Group C,73.0,Brazil,Turin ,Stadio delle Alpi,Brazil,BRA,1.0,1.0,Costa Rica,CRC,0.0,0.0,1.0,1.0,Home_Team_Win, ,58007.0,JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB),MANDI Jassim (BHR)
431,1990.0,16 Jun 1990,322.0,Group C,348.0,Sweden,Genoa ,Luigi Ferraris,Sweden,SWE,0.0,1.0,Scotland,SCO,1.0,2.0,1.0,3.0,Away_Team_Win, ,31823.0,MACIEL Carlos (PAR),MAURO Vincent (USA),LISTKIEWICZ Michal (POL)
432,1990.0,16 Jun 1990,322.0,Group F,160.0,England,Cagliari ,Sant Elia,England,ENG,0.0,0.0,Netherlands,NED,0.0,0.0,0.0,0.0,DRAW, ,35267.0,PETROVIC Zoran (SRB),HANSAL Mohamed (ALG),CODESAL MENDEZ Edgardo (MEX)
433,1990.0,17 Jun 1990,322.0,Group F,152.0,"rn"">Republic of Ireland",Palermo ,Della Favorita,"rn"">Republic of Ireland",IRL,0.0,0.0,Egypt,EGY,0.0,0.0,0.0,0.0,DRAW, ,33288.0,VAN LANGENHOVE Marcel (BEL),QUINIOU Joel (FRA),LO BELLO Rosario (ITA)
434,1990.0,17 Jun 1990,322.0,Group E,175.0,Korea Republic,Udine ,Dacia Arena,Korea Republic,KOR,1.0,1.0,Spain,ESP,1.0,3.0,2.0,4.0,Away_Team_Win, ,32733.0,JACOME GUERRERO Elias V. (ECU),MAGNI Pierluigi (ITA),LOUSTAU Juan (ARG)
435,1990.0,17 Jun 1990,322.0,Group E,66.0,Belgium,Verona ,Marc Antonio Bentegodi,Belgium,BEL,2.0,3.0,Uruguay,URU,0.0,1.0,2.0,4.0,Home_Team_Win, ,33759.0,KIRSCHEN Siegfried (GER),MIKKELSEN Peter (DEN),SPIRIN Alexey (RUS)
436,1990.0,18 Jun 1990,322.0,Group B,29.0,Argentina,Naples ,San Paolo,Argentina,ARG,0.0,1.0,Romania,ROU,0.0,1.0,0.0,2.0,DRAW, ,52733.0,SILVA VALENTE Carlos Alberto (POR),ULLOA MORERA Berny (CRC),LONGHI Carlo (ITA)
437,1990.0,18 Jun 1990,322.0,Group B,111.0,Cameroon,Bari ,Stadio San Nicola,Cameroon,CMR,0.0,0.0,Soviet Union,URS,2.0,4.0,2.0,4.0,Away_Team_Win, ,37307.0,RAMIZ WRIGHT Jose (BRA),D ELIA Pietro (ITA),ROETHLISBERGER Kurt (SUI)
438,1990.0,19 Jun 1990,322.0,Group D,114.0,Germany FR,Milan ,Giuseppe Meazza,Germany FR,FRG,0.0,1.0,Colombia,COL,0.0,1.0,0.0,2.0,DRAW, ,72510.0,SNODDY Alan (NIR),MANDI Jassim (BHR),LANESE Tullio (ITA)
439,1990.0,19 Jun 1990,322.0,Group D,364.0,Yugoslavia,Bologna ,Renato Dall Ara,Yugoslavia,YUG,2.0,4.0,"rn"">United Arab Emirates",UAE,1.0,1.0,3.0,5.0,Home_Team_Win, ,27833.0,TAKADA Shizuo (JPN),MIKKELSEN Peter (DEN),VAUTROT Michel (FRA)
440,1990.0,19 Jun 1990,322.0,Group A,263.0,Italy,Rome ,Stadio Olimpico,Italy,ITA,1.0,2.0,Czechoslovakia,TCH,0.0,0.0,1.0,2.0,Home_Team_Win, ,73303.0,QUINIOU Joel (FRA),VAN LANGENHOVE Marcel (BEL),SMITH George (SCO)
441,1990.0,19 Jun 1990,322.0,Group A,48.0,Austria,Florence ,Comunale,Austria,AUT,0.0,2.0,USA,USA,0.0,1.0,0.0,3.0,Home_Team_Win, ,34857.0,AL SHARIF Jamal (SYR),LORENC Richard (AUS),PETROVIC Zoran (SRB)
442,1990.0,20 Jun 1990,322.0,Group C,74.0,Brazil,Turin ,Stadio delle Alpi,Brazil,BRA,0.0,1.0,Scotland,SCO,0.0,0.0,0.0,1.0,Home_Team_Win, ,62502.0,KOHL Helmut (AUT),LISTKIEWICZ Michal (POL),KIRSCHEN Siegfried (GER)
443,1990.0,20 Jun 1990,322.0,Group C,128.0,Sweden,Genoa ,Luigi Ferraris,Sweden,SWE,1.0,1.0,Costa Rica,CRC,0.0,2.0,1.0,3.0,Away_Team_Win, ,30223.0,PETROVIC Zoran (SRB),SNODDY Alan (NIR),COURTNEY George (ENG)
444,1990.0,21 Jun 1990,322.0,Group E,290.0,Korea Republic,Udine ,Friuli,Korea Republic,KOR,0.0,0.0,Uruguay,URU,0.0,1.0,0.0,1.0,Away_Team_Win, ,29039.0,LANESE Tullio (ITA),DIRAMBA Jean Fidele (GAB),JOUINI Neji (TUN)
445,1990.0,21 Jun 1990,322.0,Group E,56.0,Belgium,Verona ,Marc Antonio Bentegodi,Belgium,BEL,1.0,1.0,Spain,ESP,2.0,2.0,3.0,3.0,Away_Team_Win, ,35950.0,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),MAURO Vincent (USA)
446,1990.0,21 Jun 1990,322.0,Group F,228.0,"rn"">Republic of Ireland",Palermo ,Della Favorita,"rn"">Republic of Ireland",IRL,0.0,1.0,Netherlands,NED,1.0,1.0,1.0,2.0,DRAW, ,33288.0,VAUTROT Michel (FRA),LORENC Richard (AUS),HANSAL Mohamed (ALG)
447,1990.0,21 Jun 1990,322.0,Group F,150.0,England,Cagliari ,Sant Elia,England,ENG,0.0,1.0,Egypt,EGY,0.0,0.0,0.0,1.0,Home_Team_Win, ,34959.0,ROETHLISBERGER Kurt (SUI),ULLOA MORERA Berny (CRC),CODESAL MENDEZ Edgardo (MEX)
448,1990.0,23 Jun 1990,323.0,Round of 16,102.0,Cameroon,Naples ,San Paolo,Cameroon,CMR,0.0,2.0,Colombia,COL,0.0,1.0,0.0,3.0,Home_Team_Win,Cameroon win after extra time ,50026.0,LANESE Tullio (ITA),AL SHARIF Jamal (SYR),ULLOA MORERA Berny (CRC)
449,1990.0,23 Jun 1990,323.0,Round of 16,129.0,Czechoslovakia,Bari ,Stadio San Nicola,Czechoslovakia,TCH,1.0,4.0,Costa Rica,CRC,0.0,1.0,1.0,5.0,Home_Team_Win, ,47673.0,KIRSCHEN Siegfried (GER),PEREZ HOYOS Armando (COL),D ELIA Pietro (ITA)
450,1990.0,24 Jun 1990,323.0,Round of 16,25.0,Brazil,Turin ,Stadio delle Alpi,Brazil,BRA,0.0,0.0,Argentina,ARG,0.0,1.0,0.0,1.0,Away_Team_Win, ,61381.0,QUINIOU Joel (FRA),SPIRIN Alexey (RUS),PAIRETTO Pierluigi (ITA)
451,1990.0,24 Jun 1990,323.0,Round of 16,196.0,Germany FR,Milan ,Giuseppe Meazza,Germany FR,FRG,0.0,2.0,Netherlands,NED,0.0,1.0,0.0,3.0,Home_Team_Win, ,74559.0,LOUSTAU Juan (ARG),JACOME GUERRERO Elias V. (ECU),MAURO Vincent (USA)
452,1990.0,25 Jun 1990,323.0,Round of 16,248.0,"rn"">Republic of Ireland",Genoa ,Luigi Ferraris,"rn"">Republic of Ireland",IRL,0.0,0.0,Romania,ROU,0.0,0.0,0.0,0.0,DRAW,Republic of Ireland win on penalties (5 - 4) ,31818.0,RAMIZ WRIGHT Jose (BRA),MACIEL Carlos (PAR),MANDI Jassim (BHR)
453,1990.0,25 Jun 1990,323.0,Round of 16,264.0,Italy,Rome ,Stadio Olimpico,Italy,ITA,0.0,2.0,Uruguay,URU,0.0,0.0,0.0,2.0,Home_Team_Win, ,73303.0,COURTNEY George (ENG),ROETHLISBERGER Kurt (SUI),PETROVIC Zoran (SRB)
454,1990.0,26 Jun 1990,323.0,Round of 16,181.0,Spain,Verona ,Marc Antonio Bentegodi,Spain,ESP,0.0,1.0,Yugoslavia,YUG,0.0,2.0,0.0,3.0,Away_Team_Win,Yugoslavia win after extra time ,35500.0,SCHMIDHUBER Aron (GER),SNODDY Alan (NIR),LISTKIEWICZ Michal (POL)
455,1990.0,26 Jun 1990,323.0,Round of 16,55.0,England,Bologna ,Renato Dall Ara,England,ENG,0.0,1.0,Belgium,BEL,0.0,0.0,0.0,1.0,Home_Team_Win,England win after extra time ,34520.0,MIKKELSEN Peter (DEN),KOHL Helmut (AUT),TAKADA Shizuo (JPN)
456,1990.0,30 Jun 1990,751.0,Quarter-finals,31.0,Yugoslavia,Florence ,Comunale,Yugoslavia,YUG,0.0,0.0,Argentina,ARG,0.0,0.0,0.0,0.0,DRAW, win on penalties (2 - 3) ,38971.0,ROETHLISBERGER Kurt (SUI),JOUINI Neji (TUN),HANSAL Mohamed (ALG)
457,1990.0,30 Jun 1990,751.0,Quarter-finals,243.0,Italy,Rome ,Stadio Olimpico,Italy,ITA,1.0,1.0,"rn"">Republic of Ireland",IRL,0.0,0.0,1.0,1.0,Home_Team_Win, ,73303.0,SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL),ULLOA MORERA Berny (CRC)
458,1990.0,01 Jul 1990,751.0,Quarter-finals,197.0,Germany FR,Milan ,Giuseppe Meazza,Germany FR,FRG,1.0,1.0,Czechoslovakia,TCH,0.0,0.0,1.0,1.0,Home_Team_Win, ,73347.0,KOHL Helmut (AUT),MIKKELSEN Peter (DEN),LISTKIEWICZ Michal (POL)
459,1990.0,01 Jul 1990,751.0,Quarter-finals,103.0,England,Naples ,San Paolo,England,ENG,0.0,3.0,Cameroon,CMR,0.0,2.0,0.0,5.0,Home_Team_Win,England win after extra time ,55205.0,CODESAL MENDEZ Edgardo (MEX),MAURO Vincent (USA),MANDI Jassim (BHR)
460,1990.0,03 Jul 1990,3464.0,Semi-finals,28.0,Italy,Naples ,San Paolo,Italy,ITA,0.0,1.0,Argentina,ARG,0.0,1.0,0.0,2.0,DRAW, win on penalties (3 - 4) ,59978.0,VAUTROT Michel (FRA),LISTKIEWICZ Michal (POL),MIKKELSEN Peter (DEN)
461,1990.0,04 Jul 1990,3464.0,Semi-finals,159.0,Germany FR,Turin ,Stadio delle Alpi,Germany FR,FRG,0.0,1.0,England,ENG,0.0,1.0,0.0,2.0,DRAW, win on penalties (4 - 3) ,62628.0,RAMIZ WRIGHT Jose (BRA),QUINIOU Joel (FRA),PEREZ HOYOS Armando (COL)
462,1990.0,07 Jul 1990,3463.0,Match for third place,162.0,Italy,Bari ,Stadio San Nicola,Italy,ITA,0.0,2.0,England,ENG,0.0,1.0,0.0,3.0,Home_Team_Win, ,51426.0,QUINIOU Joel (FRA),HANSAL Mohamed (ALG),ROETHLISBERGER Kurt (SUI)
463,1990.0,08 Jul 1990,3462.0,Final,27.0,Germany FR,Rome ,Stadio Olimpico,Germany FR,FRG,0.0,1.0,Argentina,ARG,0.0,0.0,0.0,1.0,Home_Team_Win, ,73603.0,CODESAL MENDEZ Edgardo (MEX),PEREZ HOYOS Armando (COL),LISTKIEWICZ Michal (POL)
464,1994.0,17 Jun 1994,337.0,Group C,3050.0,Spain,Dallas ,Cotton Bowl,Spain,ESP,0.0,2.0,Korea Republic,KOR,0.0,2.0,0.0,4.0,DRAW, ,56247.0,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG)
465,1994.0,17 Jun 1994,337.0,Group C,3049.0,Germany,Chicago ,Soldier Field,Germany,GER,0.0,1.0,Bolivia,BOL,0.0,0.0,0.0,1.0,Home_Team_Win, ,63117.0,BRIZIO CARTER Arturo (MEX),BRAZZALE Eugene (AUS),DUNSTER Gordon (AUS)
466,1994.0,18 Jun 1994,337.0,Group A,3051.0,USA,Detroit ,Pontiac Silverdome,USA,USA,1.0,1.0,Switzerland,SUI,1.0,1.0,2.0,2.0,DRAW, ,73425.0,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),ZARATE Venancio (PAR)
467,1994.0,18 Jun 1994,337.0,Group E,3052.0,Italy,New York/New Jersey ,Giants Stadium,Italy,ITA,0.0,0.0,"rn"">Republic of Ireland",IRL,1.0,1.0,1.0,1.0,Away_Team_Win, ,75338.0,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),PARK Hae-Yong (KOR)
468,1994.0,18 Jun 1994,337.0,Group A,3053.0,Colombia,Los Angeles ,Rose Bowl,Colombia,COL,1.0,1.0,Romania,ROU,2.0,3.0,3.0,4.0,Away_Team_Win, ,91856.0,AL SHARIF Jamal (SYR),AL GHATTAN Yousif Abdulla (BAH),JAMES Douglas Micael (TRI)
469,1994.0,19 Jun 1994,337.0,Group F,3054.0,Belgium,Orlando ,Citrus Bowl,Belgium,BEL,1.0,1.0,Morocco,MAR,0.0,0.0,1.0,1.0,Home_Team_Win, ,61219.0,TORRES CADENA Jose Joaquin (COL),CALIX GARCIA Raimundo (HON),YLI-KARRO Tapio (FIN)
470,1994.0,19 Jun 1994,337.0,Group E,3055.0,Norway,Washington Dc ,RFK Stadium,Norway,NOR,0.0,1.0,Mexico,MEX,0.0,0.0,0.0,1.0,Home_Team_Win, ,52395.0,PUHL Sandor (HUN),MARTON Sandor (HUN),IVANOV Valentin (RUS)
471,1994.0,19 Jun 1994,337.0,Group B,3056.0,Cameroon,Los Angeles ,Rose Bowl,Cameroon,CMR,1.0,2.0,Sweden,SWE,1.0,2.0,2.0,4.0,DRAW, ,93194.0,TEJADA NORIEGA Alberto (PER),JAMES Douglas Micael (TRI),AL GHATTAN Yousif Abdulla (BAH)
472,1994.0,20 Jun 1994,337.0,Group F,3058.0,Netherlands,Washington Dc ,RFK Stadium,Netherlands,NED,0.0,2.0,Saudi Arabia,KSA,1.0,1.0,1.0,3.0,Home_Team_Win, ,50535.0,DIAZ VEGA Manuel (ESP),IVANOV Valentin (RUS),MARTON Sandor (HUN)
473,1994.0,20 Jun 1994,337.0,Group B,3057.0,Brazil,San Francisco ,Stanford Stadium,Brazil,BRA,1.0,2.0,Russia,RUS,0.0,0.0,1.0,2.0,Home_Team_Win, ,81061.0,LIM KEE CHONG An Yan (MRI),RHARIB El Jilali Mohamed (MAR),RAMICONE Domenico (ITA)
474,1994.0,21 Jun 1994,337.0,Group D,3059.0,Argentina,Boston ,Foxboro Stadium,Argentina,ARG,2.0,4.0,Greece,GRE,0.0,0.0,2.0,4.0,Home_Team_Win, ,54456.0,ANGELES Arturo (USA),PARK Hae-Yong (KOR),DOLSTRA Jan (NED)
475,1994.0,21 Jun 1994,337.0,Group D,3061.0,Nigeria,Dallas ,Cotton Bowl,Nigeria,NGA,2.0,3.0,Bulgaria,BUL,0.0,0.0,2.0,3.0,Home_Team_Win, ,44132.0,BADILLA Rodrigo (CRC),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS)
476,1994.0,21 Jun 1994,337.0,Group C,3060.0,Germany,Chicago ,Soldier Field,Germany,GER,0.0,1.0,Spain,ESP,1.0,1.0,1.0,2.0,DRAW, ,63113.0,FILIPPI Ernesto (URU),ZARATE Venancio (PAR),TAIBI Ernesto (ARG)
477,1994.0,22 Jun 1994,337.0,Group A,3062.0,Romania,Detroit ,Pontiac Silverdome,Romania,ROU,1.0,1.0,Switzerland,SUI,1.0,4.0,2.0,5.0,Away_Team_Win, ,61428.0,JOUINI Neji (TUN),HASSAN Abdel-Magid (EGY),FANAEI Mohammad (IRN)
478,1994.0,22 Jun 1994,337.0,Group A,3063.0,USA,Los Angeles ,Rose Bowl,USA,USA,1.0,2.0,Colombia,COL,0.0,1.0,1.0,3.0,Home_Team_Win, ,93869.0,BALDAS Fabio (ITA),RAMICONE Domenico (ITA),RHARIB El Jilali Mohamed (MAR)
479,1994.0,23 Jun 1994,337.0,Group E,3064.0,Italy,New York/New Jersey ,Giants Stadium,Italy,ITA,0.0,1.0,Norway,NOR,0.0,0.0,0.0,1.0,Home_Team_Win, ,74624.0,KRUG Hellmut (GER),YLI-KARRO Tapio (FIN),PEARSON Roy (ENG)
480,1994.0,23 Jun 1994,337.0,Group C,3065.0,Korea Republic,Boston ,Foxboro Stadium,Korea Republic,KOR,0.0,0.0,Bolivia,BOL,0.0,0.0,0.0,0.0,DRAW, ,54453.0,MOTTRAM Leslie (SCO),MATTHYS Luc (BEL),EVERSTIG Mikael (SWE)
481,1994.0,24 Jun 1994,337.0,Group E,3066.0,Mexico,Orlando ,Citrus Bowl,Mexico,MEX,1.0,2.0,"rn"">Republic of Ireland",IRL,0.0,1.0,1.0,3.0,Home_Team_Win, ,60790.0,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),ALVES Paulo Jorge (BRA)
482,1994.0,24 Jun 1994,337.0,Group B,3068.0,Sweden,Detroit ,Pontiac Silverdome,Sweden,SWE,1.0,3.0,Russia,RUS,1.0,1.0,2.0,4.0,Home_Team_Win, ,71528.0,QUINIOU Joel (FRA),FANAEI Mohammad (IRN),HASSAN Abdel-Magid (EGY)
483,1994.0,24 Jun 1994,337.0,Group B,3067.0,Brazil,San Francisco ,Stanford Stadium,Brazil,BRA,1.0,3.0,Cameroon,CMR,0.0,0.0,1.0,3.0,Home_Team_Win, ,83401.0,BRIZIO CARTER Arturo (MEX),JAMES Douglas Micael (TRI),CHRISTENSEN Carl-Johan Meyer (DEN)
484,1994.0,25 Jun 1994,337.0,Group F,3069.0,Belgium,Orlando ,Citrus Bowl,Belgium,BEL,0.0,1.0,Netherlands,NED,0.0,0.0,0.0,1.0,Home_Team_Win, ,62387.0,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),LISTKIEWICZ Michal (POL)
485,1994.0,25 Jun 1994,337.0,Group F,3070.0,Saudi Arabia,New York/New Jersey ,Giants Stadium,Saudi Arabia,KSA,2.0,2.0,Morocco,MAR,1.0,1.0,3.0,3.0,Home_Team_Win, ,76322.0,DON Philip (ENG),PEARSON Roy (ENG),YLI-KARRO Tapio (FIN)
486,1994.0,25 Jun 1994,337.0,Group D,3071.0,Argentina,Boston ,Foxboro Stadium,Argentina,ARG,2.0,2.0,Nigeria,NGA,1.0,1.0,3.0,3.0,Home_Team_Win, ,54453.0,KARLSSON Bo (SWE),EVERSTIG Mikael (SWE),MATTHYS Luc (BEL)
487,1994.0,26 Jun 1994,337.0,Group D,3072.0,Bulgaria,Chicago ,Soldier Field,Bulgaria,BUL,1.0,4.0,Greece,GRE,0.0,0.0,1.0,4.0,Home_Team_Win, ,63160.0,BUJSAIM Ali (UAE),AL GHATTAN Yousif Abdulla (BAH),CALIX GARCIA Raimundo (HON)
488,1994.0,26 Jun 1994,337.0,Group A,3073.0,USA,Los Angeles ,Rose Bowl,USA,USA,0.0,0.0,Romania,ROU,1.0,1.0,1.0,1.0,Away_Team_Win, ,93869.0,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),DUNSTER Gordon (AUS)
489,1994.0,26 Jun 1994,337.0,Group A,3074.0,Switzerland,San Francisco ,Stanford Stadium,Switzerland,SUI,0.0,0.0,Colombia,COL,1.0,2.0,1.0,2.0,Away_Team_Win, ,83401.0,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),JAMES Douglas Micael (TRI)
490,1994.0,27 Jun 1994,337.0,Group C,3076.0,Germany,Dallas ,Cotton Bowl,Germany,GER,3.0,3.0,Korea Republic,KOR,0.0,2.0,3.0,5.0,Home_Team_Win, ,63998.0,QUINIOU Joel (FRA),IVANOV Valentin (RUS),HASSAN Abdel-Magid (EGY)
491,1994.0,27 Jun 1994,337.0,Group C,3075.0,Bolivia,Chicago ,Soldier Field,Bolivia,BOL,0.0,1.0,Spain,ESP,1.0,3.0,1.0,4.0,Away_Team_Win, ,63089.0,BADILLA Rodrigo (CRC),CALIX GARCIA Raimundo (HON),AL GHATTAN Yousif Abdulla (BAH)
492,1994.0,28 Jun 1994,337.0,Group E,3077.0,"rn"">Republic of Ireland",New York/New Jersey ,Giants Stadium,"rn"">Republic of Ireland",IRL,0.0,0.0,Norway,NOR,0.0,0.0,0.0,0.0,DRAW, ,72404.0,TORRES CADENA Jose Joaquin (COL),ALVES Paulo Jorge (BRA),PARK Hae-Yong (KOR)
493,1994.0,28 Jun 1994,337.0,Group B,3080.0,Brazil,Detroit ,Pontiac Silverdome,Brazil,BRA,0.0,1.0,Sweden,SWE,1.0,1.0,1.0,2.0,DRAW, ,77217.0,PUHL Sandor (HUN),MARTON Sandor (HUN),MATTHYS Luc (BEL)
494,1994.0,28 Jun 1994,337.0,Group E,3078.0,Italy,Washington Dc ,RFK Stadium,Italy,ITA,0.0,1.0,Mexico,MEX,0.0,1.0,0.0,2.0,DRAW, ,52535.0,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),BRAZZALE Eugene (AUS)
495,1994.0,28 Jun 1994,337.0,Group B,3079.0,Russia,San Francisco ,Stanford Stadium,Russia,RUS,3.0,6.0,Cameroon,CMR,0.0,1.0,3.0,7.0,Home_Team_Win, ,74914.0,AL SHARIF Jamal (SYR),DUNSTER Gordon (AUS),DOLSTRA Jan (NED)
496,1994.0,29 Jun 1994,337.0,Group F,3081.0,Morocco,Orlando ,Citrus Bowl,Morocco,MAR,0.0,1.0,Netherlands,NED,1.0,2.0,1.0,3.0,Away_Team_Win, ,60578.0,TEJADA NORIEGA Alberto (PER),ZARATE Venancio (PAR),EVERSTIG Mikael (SWE)
497,1994.0,29 Jun 1994,337.0,Group F,3082.0,Belgium,Washington Dc ,RFK Stadium,Belgium,BEL,0.0,0.0,Saudi Arabia,KSA,1.0,1.0,1.0,1.0,Away_Team_Win, ,52959.0,KRUG Hellmut (GER),BRAZZALE Eugene (AUS),TAIBI Ernesto (ARG)
498,1994.0,30 Jun 1994,337.0,Group D,3083.0,Greece,Boston ,Foxboro Stadium,Greece,GRE,0.0,0.0,Nigeria,NGA,1.0,2.0,1.0,2.0,Away_Team_Win, ,53001.0,MOTTRAM Leslie (SCO),PARK Hae-Yong (KOR),ALVES Paulo Jorge (BRA)
499,1994.0,30 Jun 1994,337.0,Group D,3084.0,Argentina,Dallas ,Cotton Bowl,Argentina,ARG,0.0,0.0,Bulgaria,BUL,0.0,2.0,0.0,2.0,Away_Team_Win, ,63998.0,JOUINI Neji (TUN),YLI-KARRO Tapio (FIN),RHARIB El Jilali Mohamed (MAR)
500,1994.0,02 Jul 1994,338.0,Round of 16,3085.0,Germany,Chicago ,Soldier Field,Germany,GER,3.0,3.0,Belgium,BEL,1.0,2.0,4.0,5.0,Home_Team_Win, ,60246.0,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),CHRISTENSEN Carl-Johan Meyer (DEN)
501,1994.0,02 Jul 1994,338.0,Round of 16,3086.0,Spain,Washington Dc ,RFK Stadium,Spain,ESP,1.0,3.0,Switzerland,SUI,0.0,0.0,1.0,3.0,Home_Team_Win, ,53121.0,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),MARTON Sandor (HUN)
502,1994.0,03 Jul 1994,338.0,Round of 16,3087.0,Saudi Arabia,Dallas ,Cotton Bowl,Saudi Arabia,KSA,0.0,1.0,Sweden,SWE,1.0,3.0,1.0,4.0,Away_Team_Win, ,60277.0,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),CALIX GARCIA Raimundo (HON)
503,1994.0,03 Jul 1994,338.0,Round of 16,3088.0,Romania,Los Angeles ,Rose Bowl,Romania,ROU,2.0,3.0,Argentina,ARG,1.0,2.0,3.0,5.0,Home_Team_Win, ,90469.0,PAIRETTO Pierluigi (ITA),RAMICONE Domenico (ITA),MATTHYS Luc (BEL)
504,1994.0,04 Jul 1994,338.0,Round of 16,3089.0,Netherlands,Orlando ,Citrus Bowl,Netherlands,NED,2.0,2.0,"rn"">Republic of Ireland",IRL,0.0,0.0,2.0,2.0,Home_Team_Win, ,61355.0,MIKKELSEN Peter (DEN),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS)
